Reactions,Single_gene,enzyme_mass,kcat_mean,kcat_std
rxn02185_c0,NODE_1_2417380_2415695,0.0,9.57661157607596,3.9354626498042142
rxn02185_c0,NODE_1_2417380_2415695,0.0,9.57661157607596,3.9354626498042142
rxn02185_c0,NODE_1_2417380_2415695,0.0,9.57661157607596,3.9354626498042142
rxn02185_c0,NODE_1_2417380_2415695,0.0,9.57661157607596,3.9354626498042142
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn02185_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
rxn03194_c0,NODE_1_2417380_2415695,0.0,17.206124398112575,7.483062368305253
